kode_id;nama;noreg
00687;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00687
00706;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00706
01919;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101919
00211;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100211
00588;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100588
02376;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302376
00466;REMOTE HN7700S-IDU- C-BAND HUGHES;B2WS020O011400466
04537;REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011604537
04485;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020304485
00014;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00014
02193;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020102193
03938;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303938
04549;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020304549
00627;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100627
00944;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00944
00238;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00238
A0017;Cambium Sector Antenna, ePMP-3000L, 90/120 deg;B2WS0391202MA0017
A0133;Outdoor GPON OLT;B2WN0286205MA0133
A0004;Cambium Sector Antenna, ePMP-3000L, 90/120 deg;B2WS0391202MA0004
A0067;NetEngine 8000 M4 (4x100G + 16x10G) DC Power_Banten Lampung V800R023_Site1;B2WN0287159MA0067
A0061;NetEngine 8000E M1D Basic Configuration, DC Power (Including M1D chassis, fixed interfaces (4*40GE/50GE+4*10GE/GE+20*GE), 2*DC p;B2WN00A0353MA0061
A0060;2-Port 100GBase/50GBase-QSFP28 FlexE MACsec Physical Interface Card(PIC);B2WN00A0155MA0060
A0675;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0675
A0676;PoE Cambium Force 200;B2WS0391048MA0676
A0677;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0677
A0036;PoE Cambium ePMP 3000L, 5 GHz;B2WS0391199MA0036
A0323;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0323
A0040;PoE Cambium ePMP 3000L, 5 GHz;B2WS0391199MA0040
A0798;PoE Cambium Force 200;B2WS0391048MA0798
A0044;POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0044
A0296;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0296
A0676;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0676
A1476;POE UAP -AC-M-PRO;B2WN0286126MA1476
A0212;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0212
A0798;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0798
A0297;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0297
A0001;Cambium AP ePMP 3000L, 5 GHz;B2WS0391198MA0001
A1476;UNIFI UAP-AC-M-PRO;B2WN0286125MA1476
A0433;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0433
A0045;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0045
A0652;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0652
A0615;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0615
A0623;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0623
A0053;POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0053
A0005;Cambium AP ePMP 3000L, 5 GHz;B2WS0391198MA0005
A0624;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0624
A0435;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0435
A0290;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0290
A0053;RADIO LIGOWAVE DLB 5-20;B2WS03W30102A0053
A0211;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0211
A0044;RADIO LIGOWAVE DLB 5-20;B2WS03W30102A0044
A1341;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1341
A1165;10km max distance, 1310nm, 10Gbit/s, dual fiber, single- mode, DDM, RoHS, commercial;B2WN0286151MA1165
A0190;SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0190
A0135;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0135
A0307;Transceiver BIDI SFP+ 10G Tx1330nm 20km DDM;B2WN00A0126MA0307
A0199;QSFP28 packaging, 100 Gbit/s, 10 km, dual fibers, LC interface, with LAN-WDM wavelength of 1295.56/1300.05/1304.58/1309.14 nm, c;B2WN00A0093MA0199
A0196;QSFP28 packaging, 100 Gbit/s, 10 km, dual fibers, LC interface, with LAN-WDM wavelength of 1295.56/1300.05/1304.58/1309.14 nm, c;B2WN00A0093MA0196
A1286;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1286
A0013;BIDI SFP+ TX1270nm 20KM LC;B2WN00A0125MA0013
A0085;6COM SFP+ 10G LR 1310nm;B2WN0286824MA0085
A0011;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0011
A0123;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0123
A1346;10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1346
A1284;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1284
A1345;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1345
A0123;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0123
A0165;10 Gbit/s , 10km, 1310nm, dual-fiber, single-mode, DDM, RoHS, Industrial, USFP+ transceiver module;B2WN00A0002MA0165
A1281;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1281
A0211;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0211
A3325B;ADAPTOR 12V 1A;B2WN0150153MA3325B
A4422;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4422
A5554;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5554
A2558;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2558
A2338;ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A2338
A5454;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5454
A0205;FORTINET 100F-22 X GE RJ45 PORTS (INCL. 2XWAN PORTS, 1XDMZ PORT, 1XMGT PORT, 2XHA PORTS, 16X SWITCH PORTS WITH 4 SFP PORT SHARED;B2WN0286188MA0205
A0495;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0495
A6363;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA6363
A3249B;ADAPTOR 12V 1A;B2WN0150153MA3249B
A0066;FORTIGATE 60F;B2WN0286496MA0066
A3129B;ADAPTOR 12V 1A;B2WN0150153MA3129B
A2049;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA2049
A3032B;ADAPTOR 12V 1A;B2WN0150153MA3032B
A0440;22 x GE RJ45 ports (including 2 x WAN ports, 1 x DMZ port, 1 x Mgmt port, 2 x HA ports, 16 x switch ports with 4 SFP port shared;B2WN0286188MA0440
A2820;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA2820
01886;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01886
A5671;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5671
A5827;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5827
A4843;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4843
A4847;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4847
A2546B;ADAPTOR 12V 1A;B2WN0150153MA2546B
A2411B;ADAPTOR 12V 1A;B2WN0150153MA2411B
A2579;ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A2579
A3237B;ADAPTOR 12V 1A;B2WN0150153MA3237B
A3261;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA3261
A4550;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4550
A5675;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5675
01147;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01147
A1301;FortiGate 40F;B2WN0286418MA1301
A3226B;ADAPTOR 12V 1A;B2WN0150153MA3226B
01935;ONT ISCOM HT-803G-07 ( PN - );B2WN0100046201935
A5835;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5835
A0683;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0683
A3804B;ADAPTOR 12V 1A;B2WN0150153MA3804B
A3214;ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A3214
04441;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04441
A0373;22 x GE RJ45 ports (including 2 x WAN ports, 1 x DMZ port, 1 x Mgmt port, 2 x HA ports, 16 x switch ports with 4 SFP port shared;B2WN0286188MA0373
A3081;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3081
A5658;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5658
01188;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01188
A5834;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA5834
A0601;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0601
A0003;FORTINET FORTIGATE 501E (2 X 10GE SFP+ SLOTS,10 X RJ45 PORTS);B2WN02850106A0003
01486;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01486
A2913;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2913
A3117B;ADAPTOR 12V 1A;B2WN0150153MA3117B
A4844;GPON ONU/ONT include one GPON uplink, four 10/100/1000 Mbit/s Ethernet interfaces, with European power adapter;B2WN0286773MA4844
A0004;FortiWeb-100E, 4 x GE RJ45 ports, 4GB RAM, 1 x 32GB SSD Storage;B2WN0287055MA0004
A0719;FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0719
A0026;FortiGate 40F;B2WN0286418MA0026
A2219B;ADAPTOR 12V 1A;B2WN0150153MA2219B
A0810;FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0810
A3894;ONT ISCOM HT-803G-07 ( PN - );B2WN01000462A3894
A0497;5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports);B2WN00A0029MA0497
00592;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00592
A0283;Optical Network Terminal ( ONT ) ISCOM5104G-GP-HB-07;B2WN0286773MA0283
A3090B;ADAPTOR 12V 1A;B2WN0150153MA3090B
01326;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01326
A2579;Mikrotik RB760iGS (hEX S);B2WN0286872MA2579
A1174;Mikrotik RB 760 GS (Hex s);B2WN0286872MA1174
A0407B;PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0407B
A0473B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0473B
A0460B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0460B
A0600B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0600B
A0424;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0424
A0616B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0616B
A0426B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0426B
A0303B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0303B
A0421B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0421B
A0692B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0692B
A0720;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0720
A0684B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0684B
A0690B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0690B
A0636B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0636B
A0638;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0638
A0560B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0560B
A0636;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0636
A0462;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0462
A0399B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0399B
A0047;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0047
A0783B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0783B
A0690;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0690
A0497;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0497
A0784;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0784
A0379B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0379B
A0823B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0823B
A0689;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0689
A0770B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0770B
A0477;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0477
00050;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00050
00076;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00076
04435;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04435
00860;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00860
00242;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00242
04771;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04771
A2543;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2543
A0845;FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0845
00034;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00034
00308;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00308
01043;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01043
00112;ONT 4GE + 2 POST + WIFI (3RD PRTY CIG) ( PN - );B2WN0100044000112
00047;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00047
00539;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00539
00100;GPON ONT,G-93T1;B2WN0100044D00100
01794;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01794
00219;GPON ONT,G-93T1;B2WN0100044D00219
00075;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00075
A0008;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0008
A3429;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA3429
00743;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00743
01572;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H01572
00288;3RD PARTY GPON ONT WITH 4FE + 2 POTS ( PN - 177-80001 ) ( PN - 177-80001 );B2WN0100041W00288
00938;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00938
00295;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X00295
04998;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X04998
02138;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X02138
01359;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X01359
00866;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00866
A2556;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2556
00183;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00183
00068;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00068
A0610;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA0610
00478;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00478
00043;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00043
00166;ONT ISCOM HT-803G-07 ( PN - );B2WN0100046200166
00720;FORTIGATE-50E HW AND WARRANTY;B2WN0262020H00720
01323;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01323
A2914;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041XA2914
01185;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G01185
03171;3RD PARTY GPON ONT WITH 4GE + 2 POTS ( PN - 178-80003 );B2WN0100041X03171
A0043;Versa SASE cloud service gateway 150 mini desktop network appliance, comeswith external power supply, country specific power cor;B2WN00A0558MA0043
05710;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010305710
00056;CAMERA CCTV;B4RT0B00010300056
00012;LNA AMPLUS CBD N;B2WS038C020200012
00048;RIVERBED CX255P;B2WN0100044T00048
00144;RIVERBED CX255U;B2WN0100042Q00144
00006;RIVERBED CXA 770M;B2WN0100043400006
11020;LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I11020
00202;TABLET FOR VSAT MOUNTING AUTO POINTING;B2WS0100013X00202
00062;TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016P00062
00042;EMERGENCY CONTROL PAKARTEL;B2WS0100016O00042
00176;RIVERBED CX255U;B2WN0100042Q00176
07778;LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I07778
00616;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300616
00084;RIVERBED CX255P;B2WN0100044T00084
A0153;TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016PA0153
A0110;TABLET FOR VSAT MOUNTING AUTO POINTING PAKARTEL;B2WS0100016PA0110
03606;LNB,C-BAND LS EXTD BAND ( PN - 1024573-0001 );B2WS0100010I03606
00029;CONTROLLER MOUNTING VSAT AUTO POINTING TYPE 2 PKTL;B2WS0100014N00029
00845;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300845
02945;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302945
A0588;X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0588
A0621;X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0621
00933;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300933
03571;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303571
00645;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020300645
00122;RIVERBED CX255U;B2WN0100042Q00122
A0059;EMERGENCY CONTROL PAKARTEL;B2WS0100016OA0059
00074;TABLET FOR VSAT MOUNTING AUTO POINTING;B2WS0100013X00074
02728;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302728
A0591;X1 SATELLITE ROUTER 90W KU/C;B2WS0200023MA0591
00021;EMERGENCY CONTROL PAKARTEL;B2WS0100016O00021
A0016;SWITCHING SYSTEM PAKARTEL;B2WS0138052MA0016
A0229;CISCO IP PHONE 8845;B2WN02310440A0229
00006;KEYBOARD;B4PK0O00020100006
A0162;CISCO IP PHONE 8845;B2WN02310440A0162
A0398;CISCO IP PHONE 8845;B2WN02310440A0398
A0200;CISCO IP PHONE 7821;B2WN0231042KA0200
00282;PROFESSIONAL IP PHONE;B4PK0700010R00282
00961;PROFESSIONAL IP PHONE;B4PK0700010R00961
A0240;CISCO IP PHONE 8845;B2WN02310440A0240
A0262;CISCO IP PHONE 8845;B2WN02310440A0262
A0369;CISCO IP PHONE 8845;B2WN02310440A0369
A0185;CISCO IP PHONE 8845;B2WN02310440A0185
00005;IP PHONE YEALINK SIP-T23G;B2IS0113011B00005
00148;KEYBOARD 104 USB;B1AC0400000900148
A0008;CISCO IP PHONE 7821;B2WN0231042KA0008
01487;MODEM HSDPA;B2WN0100040N01487
A0019;CISCO IP PHONE 7821;B2WN0231042KA0019
01478;MODEM HSDPA;B2WN0100040N01478
A0217;CISCO IP PHONE 8845;B2WN02310440A0217
00059;IP PHONE;B4PK0700011600059
A0191;CISCO IP PHONE 8845;B2WN02310440A0191
01403;MODEM HSDPA;B2WN0100040N01403
A0015;CISCO IP PHONE 7821;B2WN0231042KA0015
00144;KEYBOARD 104 USB;B1AC0400000900144
00122;KEYBOARD 104 USB;B1AC0400000900122
A0309;CISCO IP PHONE 8845;B2WN02310440A0309
A0151;CISCO IP PHONE 8845;B2WN02310440A0151
A0031;CISCO IP PHONE 8845;B2WN02310440A0031
A0389;CISCO IP PHONE 8845;B2WN02310440A0389
A0191;CISCO IP PHONE 7821;B2WN0231042KA0191
00445;NOTEBOOK;B1LT0000000600445
01160;MODEM HSDPA;B2WN0100040N01160
01429;MODEM HSDPA;B2WN0100040N01429
01475;MODEM HSDPA;B2WN0100040N01475
A0338;CISCO IP PHONE 7821;B2WN0231042KA0338
00211;PROFESSIONAL IP PHONE;B4PK0700011B00211
00249;PROFESSIONAL IP PHONE;B4PK0700010R00249
A0017;CISCO IP PHONE 7821;B2WN0231042KA0017
A0333;CISCO IP PHONE 7821;B2WN0231042KA0333
00002;IP PHONE YEALINK SIP-T23G;B2IS0113011B00002
01400;MODEM HSDPA;B2WN0100040N01400
A0003;CISCO IP PHONE 8845;B2WN02310440A0003
A0146;CISCO IP PHONE 7821;B2WN0231042KA0146
A0169;CISCO IP PHONE 8845;B2WN02310440A0169
00269;PROFESSIONAL IP PHONE;B4PK0700010R00269
00127;PROFESSIONAL IP PHONE;B4PK0700010R00127
A0097;CISCO IP PHONE 8845;B2WN02310440A0097
00137;KEYBOARD 104 USB;B1AC0400000900137
00120;KEYBOARD 104 USB;B1AC0400000900120
00185;ENTRY LEVEL IP PHONE;B4PK0700010S00185
A0002;CISCO IP PHONE 7821;B2WN0231042KA0002
A0223;CISCO IP PHONE 8845;B2WN02310440A0223
A0272;CISCO IP PHONE 8845;B2WN02310440A0272
00262;PROFESSIONAL IP PHONE;B4PK0700010R00262
A0283;CISCO IP PHONE 8845;B2WN02310440A0283
A0348;CISCO IP PHONE 8845;B2WN02310440A0348
01346;MODEM HSDPA;B2WN0100040N01346
00095;IP PHONE;B4PK0700011600095
A0197;CISCO IP PHONE 8845;B2WN02310440A0197
A0108;CISCO IP PHONE 8845;B2WN02310440A0108
A0385;CISCO IP PHONE 7821;B2WN0231042KA0385
A0214;CISCO IP PHONE 8845;B2WN02310440A0214
00246;PROFESSIONAL IP PHONE;B4PK0700010R00246
A0085;CISCO IP PHONE 8845;B2WN02310440A0085
A0027;CISCO IP PHONE 7821;B2WN0231042KA0027
A0061;CISCO IP PHONE 8845;B2WN02310440A0061
A0056;CISCO IP PHONE 8845;B2WN02310440A0056
A0036;CISCO IP PHONE 7821;B2WN0231042KA0036
A0361;CISCO IP PHONE 8845;B2WN02310440A0361
A0410;CISCO IP PHONE 8845;B2WN02310440A0410
00094;PROFESSIONAL IP PHONE;B4PK0700011B00094
00141;KEYBOARD 104 USB;B1AC0400000900141
A0085;CISCO IP PHONE 7821;B2WN0231042KA0085
A0362;CISCO IP PHONE 7821;B2WN0231042KA0362
A0277;CISCO IP PHONE 8845;B2WN02310440A0277
01074;PROFESSIONAL IP PHONE;B4PK0700010R01074
A0036;CISCO IP PHONE 8845;B2WN02310440A0036
A0134;CISCO IP PHONE 8845;B2WN02310440A0134
A0030;CISCO IP PHONE 8845;B2WN02310440A0030
01328;MODEM HSDPA;B2WN0100040N01328
00054;KEYBOARD 104 USB;B1AC0400000900054
00011;IP PHONE;B4PK0700011600011
A0317;CISCO IP PHONE 8845;B2WN02310440A0317
A0140;CISCO IP PHONE 7821;B2WN0231042KA0140
A0249;CISCO IP PHONE 8845;B2WN02310440A0249
A0057;Cisco IP Phone 8851;B2WN0286099MA0057
A0379;CISCO IP PHONE 7821;B2WN0231042KA0379
A0011;CISCO IP PHONE 7821;B2WN0231042KA0011
00007;KEYBOARD;B4PK0O00020100007
A0111;CISCO IP PHONE 7821;B2WN0231042KA0111
