kode_spec;nama_perangkat;noreg
B2WN0150075M;DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0014B
B2WN01AH0202;MASTER SNMP AGENT MODULE FOR RAISECOM MODULAR DEVICES;B2WN01AH020200008
B2WN0286682M;POWER DC FOR ISCOM 3000X SERIES;B2WN0286682MA0009B
B2WN02310109;TWO-PORT VOICE INTERFACE CARD - FXS;B2WN0231010900212
B2WN01AH0107;FIBER DRIVER RAISECOM MODULE E1 BALANCE RC832-30-E1-BL-SS13;B2WN01AH010700010
B2WN01310101;WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100490
B2WN0202012B;MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012BA0029
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00192
B2WN01AH010E;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00186
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00274
B2WN01AH010E;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00398
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0014
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0068B
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0017
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00674
B2WN0286699M;8*10GE optical interface card, apply to S5600-EI (ESW-SUB-8XF);B2WN0286699MA0027
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0036
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00108
B2WN0286683M;"4x40 Gbit/s QSFP+ interfaces; 48x10 Gbit/s SFP+ interfaces;  pluggable dual DC power supplies and 2 pluggable fans modules.";B2WN0286683MA0028
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00177
B2WN01AH010E;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00053
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0071B
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00080
B2WN0231010A;TWO-PORT VOICE INTERFACE CARD - FXO;B2WN0231010A00187
B2WN01310101;WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100465
B3CD0400048M;Paket Rectifier dan Battery;B3CD0400048MA0030
B2WN0286593M;FS for Mellanox MC2210411-SR4 Compatible, 40GBASE-SR4 QSFP+ 850nm 150m DOM MTP/MPO MMF Optical Transceiver Module;B2WN0286593MA0027
B2WN01AH0202;MASTER SNMP AGENT MODULE FOR RAISECOM MODULAR DEVICES;B2WN01AH020200009
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00637
B2WN0286703M;2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0006
B2WN01310101;WIC-1ENET, 1 PORT ETHERNET WAN ( PN - WIC-1ENET );B2WN0131010100505
B2WN01AH010E;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS13 ( PN - RC552-FE-SS13 );B2WN01AH010E00261
B2WN0286703M;2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0004
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00422
B2WN0286682M;POWER DC FOR ISCOM 3000X SERIES;B2WN0286682MA0010B
B2WN02310109;TWO-PORT VOICE INTERFACE CARD - FXS;B2WN0231010900413
B2WN0150075M;DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0015B
B2WN0286699M;8*10GE optical interface card, apply to S5600-EI (ESW-SUB-8XF);B2WN0286699MA0028
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0070B
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00151
B2WN01AH010F;FIBER DRIVER RAISECOM CARD ETH SINGLE CORE RC552-FE-SS15 ( PN - RC552-FE-SS15 );B2WN01AH010F00395
B2WN01AH0108;FIBER DRIVER RAISECOM MODULE E1 BALANCE RC832-30-E1-BL-SS15;B2WN01AH010800025
B2WN01AH0203;RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300120
B2WN0202011L;OPTICAL 10GE AGGREGATION L2 SWITCH, 24*100/1000BASE-X SFP + 4*10GE SFP+, DUAL DC SWAPPABLE POWER SUPPLIES;B2WN0202011L00006
B2WN0286681M;POWER DC ISCOM5600 input -48V=6A;B2WN0286681MA0051
B2WN02VG040S;CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00089
B2WN0202011L;OPTICAL 10GE AGGREGATION L2 SWITCH, 24*100/1000BASE-X SFP + 4*10GE SFP+, DUAL DC SWAPPABLE POWER SUPPLIES;B2WN0202011L00023
B2WN02VG040S;CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00058
B2WN0286680M;L2+ aggregation GE switch, 24x100/1000M SFP + 4x1000M/10G SFP+, and one expansion slot. Dual DC power;B2WN0286680MA0025
B2WN0286680M;L2+ aggregation GE switch, 24x100/1000M SFP + 4x1000M/10G SFP+, and one expansion slot. Dual DC power;B2WN0286680MA0021
B2WN02VG040U;GE EXPANSION MODULE,4X1000M SFP PORTS;B2WN02VG040U00016
B2WN0202011K;MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00023
B2WN0286703M;2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0003
B2WN0286681M;POWER DC ISCOM5600 input -48V=6A;B2WN0286681MA0061
B2WN0286679M;fan ISCOM5600;B2WN0286679MA0030
B2WN02020117;SWITCH ISCOM 2924GF, REDUNDANT DC POWER;B2WN0202011700076
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00154
B2WN02020124;ELECTRICAL 10GE AGGREGATION L2 SWITCH, 48*10/100/1000BASE-T+ 4*10GE SFP+, DUAL AC SWAPPABLE POWER SUPPLIES, -5 - 50& 8304;B2WN0202012400004
B2WN02VG040U;GE EXPANSION MODULE,4X1000M SFP PORTS;B2WN02VG040U00091
B2WN02020117;SWITCH ISCOM 2924GF, REDUNDANT DC POWER;B2WN0202011700086
B2WN02020118;SWITCH ISCOM 2924G, REDUNDANT AC POWER ( PN - ISCOM 2924G-AC/D );B2WN0202011800003
B2WN01AH0208;CONVERTER E1 TO V35 RAISECOM;B2WN01AH020800031
B2WN02VG040S;CHASSIS (MAIN BOARD) ( PN - ITN201-2XG );B2WN02VG040S00004
B2WN02VG040V;10GE EXPANSION MODULE,2X10 GE XFP INTERFASE;B2WN02VG040V00023
B2WN0202011K;MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00065
B2WN02020118;SWITCH ISCOM 2924G, REDUNDANT AC POWER ( PN - ISCOM 2924G-AC/D );B2WN0202011800001
B2WN02020128;MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800092
B2WN02020128;MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800059
B2WN0177010F;FIBER DRIVER ETH RAISECOM RC552-FE-SS13 ( PN - );B2WN0177010F00067
B2WN0202011K;MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00103
B2WN0202011K;MANAGEABLE L2 SWITCH, 24 10/100BASE-T+2 100/1000BASE-X SFP PORTS;B2WN0202011K00004
B2WN0202011Z;SWITCH ISCOM 2128G REDUNDANT DC POWER;B2WN0202011Z00016
B2WN01AH010H;RAISECOM MODULE GE WITH 1:1 UPLINK PROTECTION 2 PORT SFP;B2WN01AH010H00011
B2WN0287076M;DC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287076MA0059B
B2WN0202012A;ITN8800 CHASSIS WITH TWO DC POWER CARDS AND ONE FAN CARD ( PN - );B2WN0202012A00005
B2WN02860114;TA5000 GPON OLT 8X SFP;B2WN0286011400063
B2SW01A0009M;ETH AGGREGATION CARD,SUPPORTS 2X10GE INTERFACES, CAN ACCESS TWO WAYS 10GE GROUPING SERVICE;B2SW01A0009MA0024
B2WN0286404M;SWITCH DEMARKASI 10G (New Version L3);B2WN0286404MA0015
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0015
B2WN02020128;MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800096
B2WN0286010W;TA5004 FILTER 19IN CHASSIS;B2WN0286010W00064
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0287B
B2WN02860110;TA5004 MSM20 2-10G;B2WN0286011000114
B2WN0202012A;ITN8800 CHASSIS WITH TWO DC POWER CARDS AND ONE FAN CARD ( PN - );B2WN0202012AA0039
B2WN02860110;TA5004 MSM20 2-10G;B2WN0286011000131
B2WN0202012B;MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012B00008
B2WN0287074M;Compact 10G NID, half-19'' wide, 4x10G SFP+ for uplink, 12x1G SFP for downlink, CONSOLE and SNMP ports for management, one hot-s;B2WN0287074MA0045
B2WN0286010W;TA5004 FILTER 19IN CHASSIS;B2WN0286010W00071
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N01275
B2WN02860110;TA5004 MSM20 2-10G;B2WN02860110A0052
B2WN02VG040D;TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00105
B2WN0287075M;AC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287075MA0059B
B2WN0286010T;TA5000 GPON OLT 4-PORT SFP;B2WN0286010T00045
B2WN02VG040C;TA5004 POWER/ALM MODULE;B2WN02VG040C00114
B2WN0202012C;ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00017
B2WN02020128;MANAGEABLE POE ACCES L2 SWITCH,24 10/100BASE-T POE PORT+4 100MBPS;B2WN0202012800020
B2WN02VG040C;TA5004 POWER/ALM MODULE;B2WN02VG040C00107
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N01026
B2WN0202012K;SWITCH ISCOM 2648G, REDUNDANT AC POWER ( PN - ISCOM2648G-4C-AC/D );B2WN0202012K00024
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0197
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0002
B2WN0202012C;ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00055
B2WN02860114;TA5000 GPON OLT 8X SFP;B2WN0286011400103
B2WN02VG040D;TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00115
B2WN02860110;TA5004 MSM20 2-10G;B2WN02860110A0051
B2WN02860110;TA5004 MSM20 2-10G;B2WN0286011000134
B2WN02VG040A;TA5004 CHASSIS 19IN;B2WN02VG040AA0025
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0055B
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00326
B2WN02860114;TA5000 GPON OLT 8X SFP;B2WN02860114A0035
B2WN0202012C;ETH ACCESS CARD,SUPPORTS 8XGE INTERFACESCCAN ACCESS EIGHT WAYS GE GROUPING SERVICE ( PN - );B2WN0202012C00060
B2WN02VG040D;TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040DA0026
B2WN0202012B;MANAGEMENT CARD,AND 1+1 CARD PROTECTION;B2WN0202012BA0081
B2WN01VS0207;40CSM/2HU-#19590-#19200;B2WN01VS0207A0060
B2WN01VS0207;40CSM/2HU-#19590-#19200;B2WN01VS0207A0065
B2WN01VS0203;EDFA C-D20-VLGC-DM;B2WN01VS0203A0100
B2WN01VS0207;40CSM/2HU-#19590-#19200;B2WN01VS0207A0063
B2WN01VS0207;40CSM/2HU-#19590-#19200;B2WN01VS0207A0039
B2WN01VS0203;EDFA C-D20-VLGC-DM;B2WN01VS0203A0070
B2WN01VS0207;40CSM/2HU-#19590-#19200;B2WN01VS0207A0044
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0131
B2WN01VS010G;CARD OSCM;B2WN01VS010GA0029
B2WN01VS0203;EDFA C-D20-VLGC-DM;B2WN01VS0203A0053
B2WN01VS0203;EDFA C-D20-VLGC-DM;B2WN01VS0203A0065
B2WN01VS010F;CARD F7/OSFM+1510 ( PN - 1063708481 );B2WN01VS010FA0052
B2WN01VS0102;CARD NCU-II;B2WN01VS0102A0036
B2WN01VS010M;4ROADM-C96/0/OPM ( PN - 1063708327-01 );B2WN01VS010M00008
B2WN01VS010F;CARD F7/OSFM+1510 ( PN - 1063708481 );B2WN01VS010FA0053
B2WN0150134M;Managed DCM using dispersion compensating fiber (DCF), compensating 70km Standard Single Mode Fiber;B2WN0150134MA0012
B2WN0150116M;Common Equipment Module for SH9HU;B2WN0150116MA0044
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0075
B2WN0150065M;Managed DCM using dispersion compensating fiber (DCF), compensating 50km Standard Single Mode Fiber;B2WN0150065MA0018
B2WN01VS010G;CARD OSCM;B2WN01VS010GA0028
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0076
B2WN01VS010M;4ROADM-C96/0/OPM ( PN - 1063708327-01 );B2WN01VS010MA0043
B2WN01VS010N;CARD SCU-II;B2WN01VS010NA0057
B2WN01VS0203;EDFA C-D20-VLGC-DM;B2WN01VS0203A0064
B2WN0150125M;9HU Shelf;B2WN0150125MA0044
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0130
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0132
B2WN0150061M;Optical Amplifier, Double Stage 20 dBm maximum output power, variable gain controlled (C-Band) with Dual Monitor;B2WN0150061MA0034
B2WN02310203;CISCO 7200 AC POWER SUPPLY OPTION;B2WN0231020300080
B2WN01310102;7206VXR BUNDLE NPE-300 & I/O CONTROLLER WITH FE;B2WN0131010200005
B2WN02310203;CISCO 7200 AC POWER SUPPLY OPTION;B2WN0231020300075
B2WN023103OQ;7206VXR WITH NPE-G2 INCLUDES 3GIGE/FE/E PORTS AND IP SW ( PN - 7206VXR/NPE-G2 );B2WN023103OQ00031
B4RT0B87037M;IP CAMERA NVR DAHUA 32 CHANNEL NVR DAHUA 32CH / NVR608-32-4KS2 incl. Seagate skyhawk 10 TB;B4RT0B87037MA0001
B2WN01310136;MODULE NPE-G2 UNTUK ROUTER CISCO 7200 SERIES;B2WN0131013600033
B2WN0131045O;CISCO ONE ISR 4351 (3GE,3NIM,2SM,4G FLASH,4G DRAM,IPB), UPGRADE TO 16GB DRAM/16GB FLASH, 200GB MSATA SSD BUNDLE;B2WN0131045O00073
B2WN02310416;CISCO 3945 W/SPE150(3GE,4EHWIC,4DSP,4SM,256MBCF,1GBDRAM,IPB) ( PN - CISCO3945/K9 ) ( PN - CISCO3945/K9 );B2WN0231041600016
B2WN0131045O;CISCO ONE ISR 4351 (3GE,3NIM,2SM,4G FLASH,4G DRAM,IPB), UPGRADE TO 16GB DRAM/16GB FLASH, 200GB MSATA SSD BUNDLE;B2WN0131045O00198
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010101306
B2WN020D0202;AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200466
B3CD0400030J;EATON ACCESS POWER RECTIFIER MODULE 48VDC;B3CD0400030J00141
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100314
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100779
B2WN020D0202;AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200333
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100792
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500011
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500038
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500027
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500002
B2WN0100041Z;SPLITTER 2:8 INC BOX;B2WN0100041ZA4173
B2WN0286794M;BOX ODP 32 Port Lup Pigtail SC APC;B2WN0286794MA0171
B3CD102D0102;INVERTER ICA 3 KVA 48VDC;B3CD102D010200010
B3TM0100000Y;SPLITTER BOX ODP 24 CORE TYPE LC/APC ( PN - );B3TM0100000Y00151
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500032
B2WN0100041Z;PASSIVE SPLITTER 2:8, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES;B2WN0100041ZA0147
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500035
B2WN01000425;PASSIVE SPLITTER 2:32, SC/APC, INSTALLED IN RNOTP BOX, COMPLETE ACCESSORIES ( PN - );B2WN0100042500039
B3TM0100000Y;SPLITTER BOX ODP 24 CORE TYPE LC/APC ( PN - );B3TM0100000Y00075
B1AC01000701;PC-MONITOR LCD 17 INCH;B1AC0100070100115
B1AC01000701;PC-MONITOR LCD 17 INCH;B1AC0100070100060
B1AC0100010Q;MONITOR HP V194 18.5-IN MNT;B1AC0100010Q00155
B1AC01000701;PC-MONITOR LCD 17 INCH;B1AC0100070100057
B4RT0B870104;VSX 3000 IP-ONLY SYSTEM (PAL);B4RT0B87010400003
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100195
B2WN0131041N;CISCO1811/K9DUAL ETHERNET SECURITY ROUTER WITH V.92;B2WN0131041N00495
B2WN0131042B;CISCO 881-K9;B2WN0131042B00518
B2WN020D0202;AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200274
B3CD0400030U;MODUL RECTIFIER APR48-ES;B3CD0400030U00052
B3CD0400030U;MODUL RECTIFIER APR48-ES;B3CD0400030U00049
B2WN01AH020K;RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0156
B3CD0400030I;SUBRACK;B3CD0400030I00071
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100283
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100830
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404581
B3CD0400030U;MODUL RECTIFIER APR48-ES;B3CD0400030U00191
B2WN01AH020K;RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0208
B3CD0400030H;1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00071
B3CD0400030H;1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00119
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100654
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300182
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300151
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300204
B2WN0131042B;CISCO 881-K9;B2WN0131042B00173
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100773
B3CD0400030U;MODUL RECTIFIER APR48-ES;B3CD0400030U00015
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100734
B3CD0100212M;UPS 1KVA with IT incl SNMP;B3CD0100212MA0010
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0085
B3CD012F0301;UPS INCLUDE INTERNAL IT TRANSFORMER 1 KVA ( PN - );B3CD012F030100311
B3CD115R0102;ISOLATION TRANSFORMER 3 KVA;B3CD115R010200004
B3CD115R0105;ISOLATION TRANSFORMER (IT) 600VA ( PN - );B3CD115R010501368
B3CD01000203;UPS 1 KVA INCLUDE IT TRANSFORMER;B3CD0100020300269
B3CD06000108;STABILIZER 1000 VA 220 V 1PH/50HZ;B3CD0600010800240
B3CD01000202;UPS 1 KVA;B3CD0100020200142
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0145
B3CD012F0103;UPS LAPLACE 3 KVA;B3CD012F010300019
B2WN0150116M;Common Equipment Module for SH9HU;B2WN0150116MA0049
B2WN0150125M;9HU Shelf;B2WN0150125MA0049
B2WN01VS010N;CARD SCU-II;B2WN01VS010NA0062
B3CD012F0103;UPS LAPLACE 3 KVA;B3CD012F010300077
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0086
USSP06AP0101;USO-ISOLATION TRANSFORMER (IT) 600VA ( PN - );USSP06AP010101774
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0146
B3CD01000203;UPS 1 KVA INCLUDE IT TRANSFORMER;B3CD0100020300212
B2WN0150115M;Fan Module for SH9HU;B2WN0150115MA0147
B3CD012F0301;UPS INCLUDE INTERNAL IT TRANSFORMER 1 KVA ( PN - );B3CD012F030100519
B3CD115R0101;ISOLATION TRANSFORMER (IT-1000);B3CD115R010100219
B1WS014E020G;CPU DELL OPTIPLEX 330 MT;B1WS014E020G00035
B1SV0100001A;PC DESKTOP ( PN - );B1SV0100001A00005
B1WS014E020E;CPU DELL OPTIPLEX 320DT;B1WS014E020E00002
B1WS014E020E;CPU DELL OPTIPLEX 320DT;B1WS014E020E00007
B1WS012X0105;CPU-HP 3340MT;B1WS012X010500001
B1WS014E020G;CPU DELL OPTIPLEX 330 MT;B1WS014E020G00038
B1SV0100001A;PC DESKTOP ( PN - );B1SV0100001A00004
B4PK0G000101;MESIN ABSENSI;B4PK0G00010100034
B4PK09000104;BARCODE PRINTER KECIL 118 MM;B4PK0900010400001
B4PK0G000102;MESIN PRINTER ABSENSI;B4PK0G00010200027
B2WS023A0106;IDU XPAND SDH+IP WITH 16E1 NERA ( PN - );B2WS023A010600042
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300216
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010403639
B1LT00000006;NOTEBOOK;B1LT0000000600459
B1SV0100009M;PowerEdge R740 Server;B1SV0100009MA0009
B1LT0000000C;NOTEBOOK CORE 2 DUO PROCESSOR;B1LT0000000C00021
B2WN01AH0201;RAISECOM 3U, 16-SLOT CHASSIS, WITH TWO DC POWER SUPPLY MODULES;B2WN01AH020100009
B3CD0400030N;RECTIFIER 220 VAC TO 48 VDC, 8A ( PN - );B3CD0400030N00161
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011NA0017
B2WN0286635M;GPON optical module, OLT side, 60 km, quasi-industrial, DDM, RoHS Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0263
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1282
B2WN0150091M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (Brand : ATOP);B2WN0150091MA0246
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0447B
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0329
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0112
B2WN0286418M;FortiGate 40F;B2WN0286418MA1346
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0040
B2WS0138153M;Power Supply STARLINK;B2WS0138153MA0182B
B2WSBKA0139M;Adapter 12V, 1.5A for BIVOCOM;B2WSBKA0139MA0844
B2WN0150116M;Common Equipment Module for SH9HU;B2WN0150116MA0040
B2WN0150075M;DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0038
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA2351B
B2WS0200138M;Adapter 12V, 1.5A for BIVOCOM;B2WS0200138MA0048
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1285
B2WN0286956M;SFP+ 10G 1550nm 40KM;B2WN0286956MA0002B
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0556
B3CD08A0003M;DC PDU/DCDU;B3CD08A0003MA0026B
B2WN0287075M;AC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287075MA0030B
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0134
B2WN0286985M;SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0148
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0955
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0425
B2WN0286985M;SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0130
